id,title,venue,authors,year,abstract,citations,influential_citations,CPS,Blockchain,IoT,Fault Tolerance,Distributed Systems,sim_max,S_Quali,C_Norm,V_Norm,S_Quant,Score_Global
https://openalex.org/W4400977134,Evaluating Cyber Security Dashboards for Smart Cities and Buildings: Enhancing User Modeling with LLMs,ARES (Validação DBLP),"Hanning Zhao, Bilhanan Silverajan",2024,"Designing effective cybersecurity visualization has become a crucial component of cyber defense strategies in many domains and industrial environments. Human behaviour, modeling and input are major aspects of designing visualization systems. Yet, the task of evaluating these developed visualization systems is both time-consuming and challenging, and it is often prone to cases where user evaluation is limited owing to a lack of different stakeholders and end users during the design process. Recognizing the potential of advanced Generative Artificial Intelligence and Large Language Models (LLMs), our study aims to explore their capabilities in evaluating web-based security visualization tools and dashboards, particularly in the context of smart cities and buildings. We study and compare the feasibility of using various LLMs available today, for conducting usability testing, serving as an additional resource given the limited availability of human participants. In particular, we focus on three different LLMs: Bing Chat, ChatGPT-4 and ChatGPT-4o. While each had its strengths and drawbacks, our findings revealed that the results obtained had a strong correlation with human test subjects. LLMs can be a valuable aid during evaluation, by offering in-depth insights and evaluations, tailored to the specific requirements of smart buildings, cities and automation cybersecurity. Moreover, our research and findings also reveal that LLMs can similarly be used for the evaluation of a wide range of other visual systems for industrial environments.",1,1,0.593,0.5057,0.5136,0.495,0.5687,0.593,0.0,,,,
https://openalex.org/W4400978080,Comparing Hyperbolic Graph Embedding models on Anomaly Detection for Cybersecurity,ARES (Validação DBLP),"Mohamed Yacine Touahria Miliani, Souhail Abdelmouaiz Sadat, Mohammed Haddad, Hamida Seba, Karima Amrouche",2024,"Graph-based anomaly detection has emerged as a powerful tool in cybersecurity for identifying malicious activities within computer systems and networks. While existing approaches often rely on embedding graphs in Euclidean space, recent studies have suggested that hyperbolic space provides a more suitable geometry for capturing the inherent hierarchical and complex relationships present in graph data. In this paper, we explore the efficacy of hyperbolic graph embedding for anomaly detection in the context of cybersecurity. We conduct a comparison of six state-of-the-art hyperbolic graph embedding methods, evaluating their performance on a well-known intrusion detection dataset. Our analysis reveals the strengths and limitations of each method, demonstrating the potential of hyperbolic graph embedding for enhancing security.",1,1,0.5479,0.532,0.5122,0.511,0.5763,0.5763,0.0,,,,
https://openalex.org/W4400976388,On the Application of Natural Language Processing for Advanced OSINT Analysis in Cyber Defence,ARES (Validação DBLP),"Florian Skopik, Benjamin Akhras, Elisabeth Woisetschläger, Medina Andreşel, Markus Wurzenberger, Max Landauer",2024,"Open Source Intelligence (OSINT), in addition to closed military sources, provides timely information on emerging cyber attack techniques, attacker groups, changes in IT products, policy updates, recent events, and much more. Often, dozens of analysts scour hundreds of sources to gather, categorize, cluster, and prioritize news items, delivering the most pertinent information to decision makers. However, the sheer volume of sources and news items is continually expanding, making manual searches increasingly challenging. Moreover, the format and presentation of this information vary widely, with each blog entry, threat report, discussion forum, and mailing list item appearing differently, further complicating parsing and extracting relevant data. The research projects NEWSROOM and EUCINF, under the European Defence Fund (EDF), focus on leveraging Natural Language Processing (NLP) and Artificial Intelligence (AI) to enhance mission-oriented cyber situational awareness. These EDF initiatives are instrumental in advancing Taranis AI, a tool designed to categorize news items using machine learning algorithms and extract pertinent entities like company names, products, CVEs, and attacker groups. This enables the indexing and labeling of content, facilitating the identification of relationships and grouping of news items related to the same events – a crucial step in crafting cohesive ""stories."" These stories enable human analysts to swiftly capture the most significant current ""hot topics"", alleviating them from the task of consolidating or filtering redundant information from various sources. Taranis AI further enhances its capabilities by automatically generating summaries of reports and stories, and implementing a collaborative ranking system, among other features. This paper serves as an introduction to Taranis AI, exploring its NLP advancements and their practical applications. Additionally, it discusses lessons learned from its implementation and outlines future directions for research and development.",2,2,0.5798,0.5038,0.511,0.537,0.5481,0.5798,0.0,,,,
https://openalex.org/W4400976765,From Seaweed to Security: Harnessing Alginate to Challenge IoT Fingerprint Authentication,ARES (Validação DBLP),"Pouria Rad, Gokila Dorai, Mohsen Jozani",2024,"The increasing integration of capacitive fingerprint recognition sensors in IoT devices presents new challenges in digital forensics, particularly in the context of advanced fingerprint spoofing. Previous research has highlighted the effectiveness of materials such as latex and silicone in deceiving biometric systems. In this study, we introduce Alginate, a biopolymer derived from brown seaweed, as a novel material with the potential for spoofing IoT-specific capacitive fingerprint sensors. Our research uses Alginate and cutting-edge image recognition techniques to unveil a nuanced IoT vulnerability that raises significant security and privacy concerns. Our proof-of-concept experiments employed authentic fingerprint molds to create Alginate replicas, which exhibited remarkable visual and tactile similarities to real fingerprints. The conductivity and resistivity properties of Alginate, closely resembling human skin, make it a subject of interest in the digital forensics field, especially regarding its ability to spoof IoT device sensors. This study calls upon the digital forensics community to develop advanced anti-spoofing strategies to protect the evolving IoT infrastructure against such sophisticated threats.",2,2,0.5225,0.5154,0.5385,0.4783,0.5475,0.5475,0.0,,,,
https://openalex.org/W4400977219,Using Artificial Intelligence in Cyber Security Risk Management for Telecom Industry 4.0,ARES (Validação DBLP),"Ijeoma Ebere-Uneze, Syed Jafar Naqvi",2024,"The intensity and sophistication of cyberattacks have informed the need for artificial intelligence (AI) solutions for cyber security risk management (CSRM). We have studied the impact of using AI for CSRM in Telecommunication Industry 4.0 (TI4.0). This case study is used to develop an AI-enabled approach for enhanced protection of TI4.0. The services and the infrastructure provided by the TI4.0 are characterized by complexities due to the rapid evolution of associated technologies. This has continued to increase the attack surface and expose the industry to more cyber security risks. This article shows how the use of AI impacts CSRM in the TI4.0. Our work provides insights into the application of AI in mitigating cyber security risks. We have found that AI can enhance CSRM and, its effectiveness is determined by the quality of data that it was trained with; the training it received as well as the security of the AI solution.",2,2,0.577,0.4936,0.5065,0.504,0.4957,0.577,0.0,,,,
https://openalex.org/W4400976281,NERO: Advanced Cybersecurity Awareness Ecosystem for SMEs,ARES (Validação DBLP),"Charalambos Klitis, Ioannis Makris, Pavlos S. Bouzinis, Dimitrios Christos Asimopoulos, Wissam Mallouli, Kitty Kioskli, Eleni Seralidou, Christos Douligeris, Loizos Christofi",2024,"NERO represents a sophisticated Cybersecurity Ecosystem comprising five interconnected frameworks designed to deliver a Cybersecurity Awareness initiative, as advocated by ENISA as the optimal method for cultivating a security-centric mindset among employees to mitigate the impact of cyber threats. It integrates activities, resources, and training to nurture a culture of cybersecurity. NERO primarily equips SMEs with a repository of Cyber Immunity Toolkits, a Cyber Resilience Program, and Gamified Cyber Awareness Training, all accessible through a user-friendly Marketplace. The efficacy and performance of this concept will be affirmed through three distinct use case demonstrations across various sectors: Improving Patient Data Security in Healthcare with Cybersecurity Tools, Enhancing Supply Chain Resilience in the Transportation and Logistics Industry through Cybersecurity Awareness, and Elevating Financial Security via Enhanced Cybersecurity Awareness and Tools.",1,1,0.5558,0.5403,0.4614,0.5137,0.5067,0.5558,0.0,,,,
https://openalex.org/W4400976853,Operation Assessment in cyberspace: Understanding the effects of Cyber Deception,ARES (Validação DBLP),"Salvador Llopis Sánchez, David Antunes",2024,"Cyber planners face a considerable challenge in finding holistic solutions for a cyber defence decision-support system - a core module of a cyber situation awareness capability. Due to a fast-evolving cyberspace, decision-makers assisted by technical staff are prone to carry out qualitative assessments when planning and conducting cyber operations instead of exclusively relying on quantitative assessments to articulate cyber defence mechanisms. A hybrid setting combining both types of assessments would be key to having the ability to monitor progression, anticipate deviations from initial plans, and evaluate effectiveness towards mission accomplishment. In line with this rationale, the authors propose a thorough analysis and tailoring of the military operation assessment framework applied to the characteristics of the cyberspace in view of identifying a proper methodology able to regularly assess the situation and provide mitigation measures to fix goal alignment problems, including measuring effects of cyber deception. Feedback mechanisms can capture the outcomes of implemented decisions, analyse discrepancies from expected results, and inform iterative improvements in the decision-support system. Such goals are considered operational objectives and decisive conditions of the operation design. The results are expected to shed some light about measuring the required performance of action and effectiveness using mission impact analysis and risk calculations among others. It remains to be further investigated how machine learning models could be integrated into the proposed hybrid system.",1,1,0.5916,0.4857,0.4759,0.5199,0.5342,0.5916,0.0,,,,
https://openalex.org/W4400976809,Trustworthy AI-based Cyber-Attack Detector for Network Cyber Crime Forensics,ARES (Validação DBLP),"Damian Puchalski, Marek Pawlicki, Rafał Kozik, Rafał Renk, Michał Choraś",2024,"In recent years, the increasing sophistication and proliferation of cyberthreats have underscored the necessity for robust network security measures, as well as a comprehensive approach to cyberprotection at large. As cyberthreats are continuously more and more complex, and their detection, response and mitigation often involve dealing with big data, the need for novel solutions is present also in cyber-criminal law enforcement (LEA) and network forensics contexts. Traditional, anomaly-based or signature-based intrusion detection systems (IDS) often face challenges in adapting to the evolving cyberattack landscape. On the other hand, Machine Learning (ML) has emerged as a promising approach, proving its ability to detect complex patterns in big data, including applications such as intrusion detection and classification of threats in the network environment, with high accuracy and precision (reduced rate of false positives). In this paper we present the Trustworthy Cyberattack Detector tool (TCAD), benefiting from the machine learning algorithms for the detection and classification of cyberattacks. TCAD can be used for monitoring the network in real-time and for offline analysis of collected network data. We believe that the TCAD can be successfully applied for the task of detecting and classifying evidence during criminal investigations related to network cyber attacks, but also can be helpful for the correlation of discovered network-based events over time with other collected non-network evidence.",1,1,0.5637,0.5546,0.5253,0.5307,0.533,0.5637,0.0,,,,
https://openalex.org/W4400976618,Tackling the cybersecurity workforce gap with tailored cybersecurity study programs in Central and Eastern Europe,ARES (Validação DBLP),"Marko Zivanovic, Imre Lendák, Ranko Popović",2024,"Digitalization of society brought improvement in many aspects of life but it also brought new cybersecurity challenges. The number of sophisticated, targeted cyber attacks is increasing, which requires constant improvements in Cybersecurity education. Despite this pressing need, the cybersecurity workforce gap is getting bigger. This paper presents a new approach for dynamic cybersecurity curriculum development that utilizes keyword extraction from various sources such as job ads, courses, and curricula with machine learning to quantify curriculum alignment with cybersecurity industry demands and address the workforce gap. The analysis illustrates curricula in the Central East Europe (CEE) region, maps cyber security job ads to curricula, and quantifies coverage of courses, industry, and reference framework topics based on keyword matching. The case study conducted with curricula from CEE illustrates coverage according to the ENISA's European Cybersecurity Skills Framework (ECSF) roles and optimization progress after adjustment application. The results demonstrate the importance of dynamic curriculum updates for academic institutions including cybersecurity workforce gap reduction and lack of real progress towards alignment with ECSF.",0,0,0.5899,0.5145,0.468,0.5072,0.5141,0.5899,0.0,,,,
https://openalex.org/W4400976662,Exploring the influence of the choice of prior of the Variational Auto-Encoder on cybersecurity anomaly detection,ARES (Validação DBLP),"T. Yang, Yuansong Qiao, Brian Lee",2024,"The Variational Auto-Encoder (VAE) is a popular generative model as the variance inference in the latent layer, the prior is an important element to improve inference efficient. This research explored the prior in the VAE by comparing the Normal family distributions and other location-scale family distributions in three aspects (performance, robustness, and complexity) in order to find a suitable prior for cybersecurity anomaly detection. Suitable distributions can improve the detection performance, which was verified at UNSW-NB15 and CIC-IDS-2017.",0,0,0.498,0.4628,0.4537,0.4994,0.5078,0.5078,0.0,,,,
https://openalex.org/W4400976741,Comparative Analysis and Implementation of Jump Address Masking for Preventing TEE Bypassing Fault Attacks,ARES (Validação DBLP),"Shoei Nashimoto, Rei Ueno, Naofumi Homma",2024,"Attacks on embedded devices continue to evolve with the increasing number of applications in actual products. A trusted execution environment (TEE) enhances the security of embedded devices by isolating and protecting sensitive applications such as cryptography from malicious or vulnerable applications. However, the emergence of TEE bypass attacks using faults exposes TEEs to threats. In CHES’22, jump address masking (JAM) was proposed as a countermeasure against TEE bypass attacks, specifically targeting RISC-V. JAM prevents modifications of protected data by calculating jump addresses using the protected data, and is expected to provide promising resistance to TEE bypass attacks, for which traditional countermeasures are ineffective. However, JAM was originally proposed for bare metal applications. Therefore, its application to TEEs that operate with an OS presents technical and security challenges. This study proposes a method for applying JAM to Keystone, a major TEE framework for RISC-V, and validates its practical effectiveness and performance through a comparative evaluation with existing countermeasures such as memory encryption, random delays, and instruction duplication. Our evaluation reveals that the proposed JAM implementation is the first countermeasure that achieves complete resistance to TEE bypass attacks with an execution time overhead of approximately 340% for context switches and 1.0% across the entire program, which is acceptable compared with other countermeasures.",0,0,0.5727,0.545,0.4994,0.5857,0.5234,0.5857,0.0,,,,
https://openalex.org/W4400977760,"A SOAR platform for standardizing, automating operational processes and a monitoring service facilitating auditing procedures among IoT trustworthy environments",ARES (Validação DBLP),"Vasiliki-Georgia Bilali, Eustratios Magklaris, Dimitrios Kosyvas, Lazaros Karagiannidis, Eleftherios Ouzounoglou, Angelos Amditis",2024,"Advanced Threat Intelligence Orchestrator (ATIO) is a sophisticated middleware solution designed to enhance unified threat management (UTM) monitoring processes by adhering Security Orchestration Automation Response (SOAR) capabilities. This paper provides a detailed overview of ATIO, highlighting its multitasking capabilities towards coordinating information from different types of tools, usually bringing with them different types of data. Also, it gives some details on the system implementation and some indicative operational workflows. Central to ATIO's functionality is its ability to concurrently or sequentially automate the execution and processing steps of multiple workflows, while adhering to cyber security standards, organization policies and regulations. The design of ATIO is flexible, accommodating various interconnected services and tools to meet specific requirements, as well as diverse infrastructure interfaces, accommodating different specifications seamlessly adhering standardized formats and Cyber Threat Information (CTI) languages, such as STIX2.1. This integration enhances interoperability and expands the scope of cyber-threat intelligence operations by enabling connectivity with various systems and diversified data types. Moreover, ATIO automation nature, boosting detection and acknowledge efficiency and responsiveness in threat intelligence operations. It enables users to alter and filter workflow steps, preparing information for correlation and tracking cyber threat information (CTI) effectively. Additionally, ATIO includes robust mechanisms for monitoring user actions within the system, ensuring accountability and providing valuable insights into operational activities.",0,0,0.5851,0.5349,0.5984,0.555,0.5645,0.5984,0.0,,,,
https://openalex.org/W4413240969,Large Language Models Are Unreliable for Cyber Threat Intelligence,ARES (Validação DBLP),"Emanuele Mezzi, Fabio Massacci, Katja Tuma",2025,Resumo não disponível,10,10,0.4885,0.4393,0.4257,0.4918,0.4823,0.4918,0.0,,,,
https://openalex.org/W4413239853,A Cyber-Resilient DICE Architecture for Resource-Constrained Devices,ARES (Validação DBLP),"Utku Budak, Malek Safieh, Fabrizio De Santis, Georg Sigl",2025,Resumo não disponível,1,1,0.5503,0.5682,0.5373,0.5936,0.5745,0.5936,0.0,,,,
https://openalex.org/W4413250014,Large Language Models for Cyber Threat Intelligence: Extracting MITRE With LLMs,ARES (Validação DBLP),"Andraž Krašovec, Gary Steri, Γεώργιος Καρόπουλος, Mirko Trapani",2025,"Abstract Cyber Threat Intelligence (CTI) reports provide information about emerging and current cyber threats, and their analysis is key for adopting appropriate countermeasures. Reports are typically in the form of long texts from which cybersecurity analysts extract essential elements and translate them into actionable steps. To summarise and share the findings of this analysis, sentences in the reports are often labelled with MITRE ATT&amp;CK techniques that yield a better description of the identified attack patterns. However, this task can be very time-consuming and prone to both errors and biases of analysts. In the literature, there have been some attempts to automate this process. Most commonly, researchers apply different pre-processing steps on the initial reports and then apply classification techniques, including approaches based on large language models (LLMs). Considering that reports are written in natural language, in this paper, we present an approach that relies entirely on LLMs and seeks to minimise preprocessing of reports and other human intervention, if not to replace, at least to ease the task of the analysts. We evaluate our approach on a real-world CTI report and an extensive dataset of MITRE-labelled sentences and reduce the number of potentially suitable techniques by up to 33 $$\times $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mo>×</mml:mo> </mml:math> while retaining ground truth labels in up to 94.29% of the sentences.",1,1,0.5578,0.494,0.48,0.4975,0.5365,0.5578,0.0,,,,
https://openalex.org/W4413255972,Enhancing Cybersecurity Curriculum Development Through European Cybersecurity Framework and Transformer Models,ARES (Validação DBLP),"Marko Zivanovic, Imre Lendák, Ranko Popović",2025,Resumo não disponível,1,1,0.5539,0.5143,0.444,0.4959,0.4975,0.5539,0.0,,,,
https://openalex.org/W4413244929,ARCeR: An Agentic RAG for the Automated Definition of Cyber Ranges,ARES (Validação DBLP),"Matteo Lupinacci, Francesco Blefari, Francesco Romeo, Francesco Aurelio Pironti, Angelo Furfaro",2025,Resumo não disponível,2,2,0.549,0.5292,0.4916,0.5448,0.5666,0.5666,0.0,,,,
https://openalex.org/W4413239856,Optimizing IoT Attack Detection in Edge AI: A Comparison of Lightweight Machine Learning Models and Feature Reduction Techniques,ARES (Validação DBLP),"Viet Anh Phan, Jan Jeřábek, Lukáš Malina",2025,Resumo não disponível,1,1,0.4357,0.4652,0.5881,0.443,0.4721,0.5881,0.0,,,,
https://openalex.org/W4413244642,Effects of the Cyber Resilience Act (CRA) on Industrial Equipment Manufacturing Companies,ARES (Validação DBLP),"Roosa Risto, Mohit Sethi, Mika Katara",2025,Resumo não disponível,1,1,0.5793,0.5072,0.4918,0.5335,0.4791,0.5793,0.0,,,,
https://openalex.org/W4413255867,WalkthroughCyber: Teaching Cyber-Awareness in Montessori Middle Schools,ARES (Validação DBLP),"Margherita Renieri, Alessandra Renieri, Letterio Galletta",2025,Resumo não disponível,1,1,0.5084,0.4414,0.4339,0.4596,0.473,0.5084,0.0,,,,
https://openalex.org/W4413239185,Securing the Road Ahead: Supporting Decision Making in Automotive Cybersecurity Risk Treatment,ARES (Validação DBLP),"Manfred Vielberth, Robin Siepmann, Magdalena Glas, Günther Pernul",2025,Resumo não disponível,0,0,0.582,0.4858,0.4946,0.5263,0.4826,0.582,0.0,,,,
https://openalex.org/W4413239247,A Data-Driven Approach for Cyber Security Assessments of SMEs,ARES (Validação DBLP),"Nico Mexis, Stefan Katzenbeisser",2025,Resumo não disponível,0,0,0.5096,0.4739,0.4362,0.4524,0.4717,0.5096,0.0,,,,
https://openalex.org/W4413239271,Cybersecurity Vulnerability Prioritisation via Risk Assessment,ARES (Validação DBLP),"Stephen Taylor, P. Melas, Mike Surridge, Paolo De Lutiis, M. Leone, Martin Gilje Jaatun, Ravishankar Borgaonkar",2025,Resumo não disponível,0,0,0.5003,0.4833,0.4684,0.5305,0.4876,0.5305,0.0,,,,
https://openalex.org/W4413239964,Leveraging Graph Neural Networks for Attack Detection in IoT Systems,ARES (Validação DBLP),"Ramzi Rezki, Youakim Badr, Samia Bouzefrane, Fabrice Mourlin, Méziane Yacoub",2025,Resumo não disponível,0,0,0.4207,0.4546,0.5491,0.4321,0.4541,0.5491,0.0,,,,
https://openalex.org/W4413240817,AdvisoryHub: Design and Evaluation of a Cross-Platform Security Advisory System for Cyber Situational Awareness,ARES (Validação DBLP),"Marc–André Kaufhold, Julian Bäumler, Nicolai Koukal, Christian Reuter",2025,Resumo não disponível,0,0,0.5502,0.4807,0.4691,0.5093,0.5335,0.5502,0.0,,,,
https://openalex.org/W4413244648,A Robust Hybrid Framework Combining Deductive Temporal Logic and Machine Learning for Fault and Cyber-Attack Detection in the Tennessee Eastman Process,ARES (Validação DBLP),Hoda Mehrpouyan,2025,Resumo não disponível,0,0,0.5367,0.4792,0.462,0.5692,0.5019,0.5692,0.0,,,,
https://openalex.org/W4413245004,Countering Financial Cyber Crime: New Method for Subsequent Steps Analysis in Large Complex Graphs of Financial Transactions,ARES (Validação DBLP),"Rafał Kozik, Piotr Gocał, Michał Choraś",2025,Resumo não disponível,0,0,0.4785,0.5597,0.4641,0.4707,0.5072,0.5597,0.0,,,,
https://openalex.org/W4413250232,Risk-Aware Adaptive Cyber Deception Guided by Large Language Models,ARES (Validação DBLP),"David Antunes, Pavlos Cheimonidis, Eleftherios Batzolis, Kyriakos Ovaliadis, Salvador Llopis Sánchez, Konstantinos Rantos",2025,Resumo não disponível,0,0,0.4543,0.442,0.3693,0.4529,0.4241,0.4543,0.0,,,,
https://openalex.org/W4413250249,Enhancing Cyber Situation Awareness: Visualizing Advanced Persistent Threats as Complex Systems,ARES (Validação DBLP),"Georgi Nikolov, Margaret Varga, April Rose Panganiban, Kaur Kullman, Valérie Lavigne",2025,Resumo não disponível,0,0,0.5852,0.496,0.482,0.5378,0.545,0.5852,0.0,,,,
https://openalex.org/W4413255875,Challenges in Adapting an Industrial Training Course for Academia a Cybersecurity Risk Management Course Case Study,ARES (Validação DBLP),"Stéphane Paul, Jamal El Hachem, Guy Gogniat",2025,Resumo não disponível,0,0,0.546,0.4901,0.4571,0.5089,0.4958,0.546,0.0,,,,
https://openalex.org/W4413255926,SAM-CyFra: A System for the Automated Management of Cybersecurity Frameworks,ARES (Validação DBLP),"Raffaele Elia, Daniele Granata, Massimiliano Rak",2025,Resumo não disponível,0,0,0.5103,0.4902,0.4391,0.525,0.5265,0.5265,0.0,,,,
